id	formula	name
LMFA01020407	C19H38O3	3-Hydroxy-11-methyl-stearic acid
LMFA01020408	C10H20O2	4-Methylpelargonic acid
LMFA01020409	C17H32O2	15-methyl-11Z-hexadecenoic acid
LMFA01020410	C17H32O2	9-methyl-10Z-hexadecenoic acid
LMFA01020411	C19H36O2	11-methyl-12Z-octadecenoic acid
LMFA01020412	C19H36O2	10-methyl-9Z-octadecenoic acid
LMFA01020413	C13H20O3	11-hydroxy-4-methyl-2E,4E,6E-dodecatrienoic acid
LMFA01020414	C31H58O2	22-methyl-5Z,9Z-triacontadienoic acid
LMFA01020415	C20H40O2	2,11-dimethylstearic acid
LMFA01020416	C18H32O2	4R-methyl-7Z,11Z-heptadecadienoic acid
LMFA01030001	C20H32O2	Arachidonic acid
LMFA01030002	C18H34O2	Oleic acid
LMFA01030003	C20H32O2	Arachidonic Acid (d8)
LMFA01030004	C4H6O2	Vinyl acetic acid
LMFA01030005	C5H8O2	beta-ethyl acrylic acid
LMFA01030006	C5H8O2	beta-penteic acid
LMFA01030007	C5H8O2	Allyl acetic acid
LMFA01030008	C6H10O2	Isohydrosorbic acid
LMFA01030009	C6H10O2	Hydrosorbic acid
LMFA01030010	C6H10O2	gamma-hexenoic acid
LMFA01030011	C6H10O2	delta-hexenoic acid
LMFA01030012	C7H12O2	alpha-heptenoic acid
LMFA01030013	C7H12O2	beta-heptenoic acid
LMFA01030014	C7H12O2	gamma-heptenoic acid
LMFA01030015	C7H12O2	delta-heptenoic acid
LMFA01030016	C7H12O2	epsilon-heptenoic acid
LMFA01030017	C8H14O2	cis-alpha-octenoic acid
LMFA01030018	C8H14O2	trans-alpha-octenoic acid
LMFA01030019	C8H14O2	cis-beta-octenoic acid
LMFA01030020	C8H14O2	trans-beta-octenoic acid
LMFA01030021	C8H14O2	cis-gamma-octenoic acid
LMFA01030022	C8H14O2	cis-delta-octenoic acid
LMFA01030023	C8H14O2	trans-delta-octenoic acid
LMFA01030024	C8H14O2	cis-epsilon-octenoic acid
LMFA01030025	C8H14O2	trans-epsilon-octenoic acid
LMFA01030026	C9H16O2	alpha-nonylenic acid
LMFA01030027	C9H16O2	beta-nonylenic acid
LMFA01030028	C9H16O2	8-nonylenic acid
LMFA01030029	C10H18O2	2-decylenic acid
LMFA01030030	C10H18O2	3-decylenic acid
LMFA01030031	C10H18O2	Obtusilic acid
LMFA01030032	C10H18O2	Isodecenoic acid
LMFA01030033	C10H18O2	Caproleic acid
LMFA01030034	C11H20O2	2-hendecenoic acid
LMFA01030035	C11H20O2	9-hendecenoic acid
LMFA01030036	C11H20O2	Undecylenic acid
LMFA01030037	C12H22O2	2-lauroleic acid
LMFA01030038	C12H22O2	Linderic acid
LMFA01030039	C12H22O2	6-lauroleic acid
LMFA01030040	C12H22O2	7-lauroleic acid
LMFA01030041	C12H22O2	9-lauroleic acid
LMFA01030042	C12H22O2	10-Lauroleic acid
LMFA01030043	C12H22O2	11-lauroleic acid
LMFA01030044	C13H24O2	3-n-decyl acrylic acid
LMFA01030045	C13H24O2	Isotridecenoic acid
LMFA01030046	C13H24O2	12-tridecenoic acid
LMFA01030047	C14H26O2	2-tetradecenoic acid
LMFA01030048	C14H26O2	Tsuzuic acid
LMFA01030050	C14H26O2	8Z-tetradecenoic acid
LMFA01030051	C14H26O2	Myristoleic acid
LMFA01030052	C15H28O2	2-pentadecenoic acid
LMFA01030053	C15H28O2	14-pentadecenoic acid
LMFA01030054	C16H30O2	Gaidic acid
LMFA01030055	C16H30O2	7Z-palmitoleic acid
LMFA01030056	C16H30O2	cis-9-palmitoleic acid
LMFA01030057	C16H30O2	trans-9-palmitoleic acid
LMFA01030058	C16H30O2	cis-10-palmitoleic acid
LMFA01030059	C17H32O2	2-heptadecylenic acid
LMFA01030060	C17H32O2	Margaroleic acid
LMFA01030061	C18H34O2	2Z-octadecenoic acid
LMFA01030062	C18H34O2	trans-2-oleic acid
LMFA01030063	C18H34O2	3-octadecylenic acid
LMFA01030064	C18H34O2	4-octadecylenic acid
LMFA01030065	C18H34O2	Thalictric acid
LMFA01030066	C18H34O2	Petroselinic acid
LMFA01030067	C18H34O2	Petroselaidic acid
LMFA01030068	C18H34O2	7Z-octadecenoic acid
LMFA01030069	C18H34O2	7E-octadecenoic acid
LMFA01030070	C18H34O2	cis-8-oleic acid
LMFA01030071	C18H34O2	trans-8-elaidic acid
LMFA01030073	C18H34O2	9-elaidic acid
LMFA01030074	C18H34O2	cis-10-oleic acid
LMFA01030075	C18H34O2	10E-octadecenoic acid
LMFA01030076	C18H34O2	cis-vaccenic acid
LMFA01030077	C18H34O2	trans-vaccenic acid
LMFA01030078	C18H34O2	cis-12-oleic acid
LMFA01030079	C18H34O2	trans-12-elaidic acid
LMFA01030080	C18H34O2	15E-octadecenoic acid
LMFA01030081	C18H34O2	16E-octadecenoic acid
LMFA01030082	C20H38O2	17Z-octadecenoic acid
LMFA01030083	C19H36O2	2-nonadecenoic acid
LMFA01030084	C20H38O2	cis-Gadoleic acid
LMFA01030085	C20H38O2	cis-gondoic acid
LMFA01030086	C20H38O2	trans-gondoic acid
LMFA01030087	C20H38O2	14Z-eicosenoic acid
LMFA01030088	C22H42O2	cis-cetoleic acid
LMFA01030089	C22H42O2	cis-erucic acid
LMFA01030090	C22H42O2	trans-brassidic acid
LMFA01030091	C23H44O2	22-tricosenoic acid
LMFA01030092	C24H46O2	Nervonic acid
LMFA01030093	C24H46O2	trans-selacholeic acid
LMFA01030094	C26H50O2	9-hexacosenoic acid
LMFA01030095	C26H50O2	Ximenic acid
LMFA01030096	C28H54O2	19Z-octacosenoic acid
LMFA01030097	C30H58O2	Lumequeic acid
LMFA01030098	C32H62O2	23Z-dotriacontenoic acid
LMFA01030099	C5H6O2	beta-vinyl acrylic acid
LMFA01030100	C6H8O2	Sorbic acid
LMFA01030101	C10H16O2	cis, cis-stillingic acid
LMFA01030102	C10H16O2	2Z,4E-decadienoic acid
LMFA01030103	C10H16O2	trans, cis-stillingic acid
LMFA01030104	C10H16O2	2E,4E-decadienoic acid
LMFA01030105	C10H16O2	2Z,6Z-decadienoic acid
LMFA01030106	C10H16O2	2E,6Z-decadienoic acid
LMFA01030107	C10H16O2	2E,6E-decadienoic acid
LMFA01030108	C10H16O2	4E,6E-decadienoic acid
LMFA01030109	C16H28O2	9,12-hexadecadienoic acid
LMFA01030110	C18H32O2	5Z,12Z-otadecadienoic acid
LMFA01030111	C18H32O2	5Z,12E-otadecadienoic acid
LMFA01030112	C18H32O2	5E,12Z-octadecadienoic acid
LMFA01030113	C18H32O2	5E,12E-octadecadienoic acid
LMFA01030114	C18H32O2	6, 8-octadecadienoic acid
LMFA01030115	C18H32O2	8E,10E-octadecadienoic acid
LMFA01030116	C18H32O2	8Z,11Z-octadecadienoic acid
LMFA01030117	C18H32O2	Ricinenic acid
LMFA01030118	C18H32O2	Rumenic acid
LMFA01030119	C18H32O2	Mangold's acid
LMFA01030120	C18H32O2	Linoleic acid
LMFA01030121	C18H32O2	9Z,12E-octadecadienoic acid
LMFA01030122	C18H32O2	9E,12Z-octadecadienoic acid
LMFA01030123	C18H32O2	Linoelaidic acid
LMFA01030124	C18H32O2	10Z,12Z-octadecadienoic acid
LMFA01030125	C18H32O2	10E,12Z-octadecadienoic acid
LMFA01030126	C18H32O2	Mikusch's acid
LMFA01030127	C18H32O2	10Z,13Z-octadecadienoic acid
LMFA01030129	C19H34O2	10Z,13Z-nonadecadienoic acid
LMFA01030130	C20H36O2	11,14-eicosadienoic acid
LMFA01030131	C22H40O2	5,13-docosadienoic acid
LMFA01030132	C22H40O2	13,16-docosadienoic acid
LMFA01030133	C26H48O2	17,20-hexacosadienoic acid
LMFA01030134	C16H26O2	4,7,10-hexadecatrienoic acid
LMFA01030135	C16H26O2	5E,8E,11E-hexadecatrienoic acid
LMFA01030136	C16H26O2	6,9,12-hexadecatrienoic acid
LMFA01030137	C16H26O2	Hiragonic acid
LMFA01030138	C16H26O2	7,10,13-hexadecatrienoic acid
LMFA01030139	C16H26O2	9,12,15-hexadecatrienoic acid
LMFA01030140	C18H30O2	Caleic acid
LMFA01030141	C18H30O2	gamma-Linolenic acid
LMFA01030142	C18H30O2	6,10,14-octadecatrienoic acid
LMFA01030143	C18H30O2	Jacaric acid
LMFA01030144	C18H30O2	alpha-calendic acid
LMFA01030145	C18H30O2	beta-calendic acid
LMFA01030146	C18H30O2	Punicic acid
LMFA01030147	C18H30O2	alpha-eleostearic acid
LMFA01030148	C18H30O2	beta-eleostearic acid
LMFA01030151	C18H30O2	9,12,14-octadecatrienoic acid
LMFA01030152	C18H30O2	alpha-Linolenic acid
LMFA01030153	C18H30O2	Elaidolinolenic acid
LMFA01030154	C18H30O2	10,12,14-octadecatrienoic acid
LMFA01030155	C18H30O2	Pseudoeleostearic acid
LMFA01030156	C18H30O2	10,12,15-octadecatrienoic acid
LMFA01030157	C20H34O2	5,8,11-eicosatrienoic acid
LMFA01030158	C20H34O2	bishomo-gamma-linolenic acid
LMFA01030159	C20H34O2	11,14,17-eicosatrienoic acid
LMFA01030161	C22H38O2	7,10,13-docosatrienoic acid
LMFA01030162	C22H38O2	8,11,14-docosatrienoic acid
LMFA01030163	C16H24O2	16:4(4Z,7Z,10Z,13Z)
LMFA01030164	C16H24O2	4,7,11,14-hexadecatetraenoic acid
LMFA01030165	C16H24O2	4,8,12,16-hexadecatetraenoic acid
LMFA01030166	C16H24O2	16:4(6,9,12,15)
LMFA01030167	C18H28O2	3E,9Z,12Z,15Z-octadecatetraenoic acid
LMFA01030169	C18H28O2	6,9,12,15-octadecatetraenoic acid
LMFA01030171	C18H28O2	beta-parinaric acid
LMFA01030172	C18H28O2	9,12,15,17-octadecatetraenoic acid
LMFA01030173	C20H32O2	4,8,12,16-eicosatetraenoic acid
LMFA01030175	C20H32O2	6,10,14,18-eicosatetraenoic acid
LMFA01030176	C20H32O2	8,11,14,17-eicosatetraenoic acid
LMFA01030177	C22H36O2	4,7,10,13-docosatetraenoic acid
LMFA01030178	C22H36O2	Adrenic Acid
LMFA01030179	C22H36O2	8,12,16,19-docosatetraenoic acid
LMFA01030180	C20H30O2	4,8,12,15,18-eicosapentaenoic acid
LMFA01030182	C22H34O2	4,7,10,13,16-docosapentaenoic acid
LMFA01030183	C22H34O2	4,8,12,15,19-docosapentaenoic acid
LMFA01030184	C22H34O2	7,10,13,16,19-docosapentaenoic acid
LMFA01030185	C22H32O2	DHA
LMFA01030186	C24H36O2	4,8,12,15,19,21-tetracosahexaenoic acid
LMFA01030188	C10H16O2	Aleprestic acid
LMFA01030189	C12H20O2	Aleprylic acid
LMFA01030191	C14H24O2	Alepric acid
LMFA01030193	C3H4O2	Acrylic acid
LMFA01030194	C4H6O2	Isocrotonic acid
LMFA01030195	C4H6O2	Crotonic acid
LMFA01030198	C10H18O2	3Z-decenoic acid
LMFA01030199	C10H18O2	4Z-decenoic acid
LMFA01030200	C10H16O2	2,3-decadienoic acid
LMFA01030201	C10H16O2	2,5-decadienoic acid
LMFA01030202	C10H16O2	2E,7E-decadienoic acid
LMFA01030203	C10H16O2	2E,7Z-decadienoic acid
LMFA01030204	C10H16O2	2Z,6E-decadienoic acid
LMFA01030205	C10H16O2	3,4-decadienoic acid
LMFA01030206	C10H16O2	3,5-decadienoic acid
LMFA01030207	C10H16O2	3E,5Z-decadienoic acid
LMFA01030208	C10H16O2	3Z,5E-decadienoic acid
LMFA01030209	C10H16O2	4,8-decadienoic acid
LMFA01030210	C10H16O2	4E,9-decadienoic acid
LMFA01030211	C10H16O2	5E,9-decadienoic acid
LMFA01030212	C10H16O2	5E,8E-decadienoic acid
LMFA01030213	C10H16O2	6E,8E-decadienoic acid
LMFA01030214	C10H16O2	7,9-decadienoic acid
LMFA01030215	C10H14O2	2E,6E,8E-decatrienoic acid
LMFA01030216	C10H14O2	2E,6Z,8E-decatrienoic acid
LMFA01030217	C11H20O2	2Z-undecenoic acid
LMFA01030218	C11H20O2	3E-undecenoic acid
LMFA01030219	C11H20O2	6Z-undecenoic acid
LMFA01030220	C11H20O2	8Z-undecenoic acid
LMFA01030221	C11H20O2	9Z-undecenoic acid
LMFA01030222	C11H18O2	2E,4E-undecadienoic acid
LMFA01030223	C12H22O2	10Z-dodecenoic acid
LMFA01030224	C12H22O2	2Z-dodecenoic acid
LMFA01030225	C12H22O2	5E-dodecenoic acid
LMFA01030226	C12H22O2	Lauroleinic acid
LMFA01030227	C12H22O2	6Z-dodecenoic acid
LMFA01030228	C12H22O2	7Z-dodecenoic acid
LMFA01030229	C12H22O2	Lauroleic acid
LMFA01030230	C12H20O2	2E,4E-dodecadienoic acid
LMFA01030231	C12H20O2	2E,6Z-dodecadienoic acid
LMFA01030232	C12H20O2	2E,8E-dodecadienoic acid
LMFA01030233	C12H20O2	2E,8Z-dodecadienoic acid
LMFA01030234	C12H20O2	2Z,8E-dodecadienoic acid
LMFA01030235	C12H20O2	2Z,8Z-dodecadienoic acid
LMFA01030236	C12H20O2	5E,7E-dodecadienoic acid
LMFA01030237	C12H20O2	7Z,9E-dodecadienoic acid
LMFA01030238	C12H20O2	8E,10E-dodecadienoic acid
LMFA01030239	C12H20O2	8Z,10E-dodecadienoic acid
LMFA01030240	C12H16O2	2E,4E,8Z,10E-dodecatetraenoic acid
LMFA01030241	C12H16O2	2E,6E,8E,10E-dodecatetraenoic acid
LMFA01030242	C12H16O2	2E,6E,8Z,10E-dodecatetraenoic acid
LMFA01030243	C12H14O2	3,5,7,9,11-dodecapentaenoic acid
LMFA01030244	C13H22O2	3E,5E-tridecadienoic acid
LMFA01030245	C13H22O2	3Z,5E-tridecadienoic acid
LMFA01030246	C14H26O2	3E-tetradecenoic acid
LMFA01030247	C14H26O2	Tsuzuic acid
LMFA01030248	C14H26O2	Physeteric acid
LMFA01030249	C14H26O2	7Z-tetradecenoic acid
LMFA01030250	C14H26O2	Myristelaidic acid
LMFA01030251	C14H24O2	10Z,12E-tetradecadienoic acid
LMFA01030252	C14H24O2	2E,4E-tetradecadienoic acid
LMFA01030253	C14H24O2	3,4-tetradecadienoic acid
LMFA01030254	C14H24O2	3Z,5E-tetradecadienoic acid
LMFA01030255	C14H24O2	3Z,5Z-tetradecadienoic acid
LMFA01030256	C14H24O2	5,8-tetradecadienoic acid
LMFA01030257	C14H24O2	Goshuyic acid
LMFA01030258	C14H18O2	5,7,9,11,13-tetradecapentaenoic acid
LMFA01030259	C15H28O2	10Z-pentadecenoic acid
LMFA01030260	C16H30O2	10-hexadecenoic acid
LMFA01030261	C16H30O2	Lycopodic acid
LMFA01030262	C16H30O2	cis-Palmitvaccenic acid
LMFA01030263	C16H30O2	13-hexadecenoic acid
LMFA01030264	C16H30O2	13Z-hexadecenoic acid
LMFA01030265	C16H30O2	2Z-hexadecenoic acid
LMFA01030266	C16H30O2	3E-hexadecenoic acid
LMFA01030267	C16H30O2	Sapienic acid
LMFA01030268	C16H28O2	10Z,12E-hexadecadienoic acid
LMFA01030269	C16H28O2	2E,4E-hexadecadienoic acid
LMFA01030270	C16H28O2	2E,4Z-hexadecadienoic acid
LMFA01030271	C16H28O2	3Z,9Z-hexadecadienoic acid
LMFA01030272	C16H28O2	6,9-hexadecadienoic acid
LMFA01030273	C16H28O2	6Z,9Z-hexadecadienoic acid
LMFA01030274	C16H28O2	8Z,10Z-hexadecadienoic acid
LMFA01030275	C16H28O2	Palmitolinoleic acid
LMFA01030277	C16H24O2	2E,6Z,8Z,12E-hexadecatetraenoic acid
LMFA01030278	C16H24O2	2E,6Z,8Z,12Z-hexadecatetraenoic acid
LMFA01030279	C16H24O2	2Z,6Z,8Z,12E-hexadecatetraenoic acid
LMFA01030280	C16H24O2	2Z,6Z,8Z,12Z-hexadecatetraenoic acid
LMFA01030282	C17H32O2	10E-heptadecenoic acid
LMFA01030283	C17H32O2	10Z-heptadecenoic acid
LMFA01030284	C17H32O2	16-heptadecenoic acid
LMFA01030285	C17H32O2	2Z-heptadecenoic acid
LMFA01030286	C17H32O2	7Z-heptadecenoic acid
LMFA01030287	C17H32O2	8E-heptadecenoic acid
LMFA01030288	C17H32O2	Civetic acid
LMFA01030289	C17H32O2	9E-heptadecenoic acid
LMFA01030290	C18H34O2	13Z-octadecenoic acid
LMFA01030291	C18H34O2	15Z-octadecenoic acid
LMFA01030292	C18H34O2	16Z-octadecenoic acid
LMFA01030293	C18H34O2	17-octadecenoic acid
LMFA01030294	C18H34O2	3Z-octadecenoic acid
LMFA01030295	C18H34O2	4Z-octadecenoic acid
LMFA01030296	C18H34O2	5Z-octadecenoic acid
LMFA01030297	C18H32O2	10E,14E-octadecadienoic acid
LMFA01030298	C18H32O2	10Z,14Z-octadecadienoic acid
LMFA01030299	C18H32O2	11Z,14Z-octadecadienoic acid
LMFA01030300	C18H32O2	11Z,15Z-octadecadienoic acid
LMFA01030301	C18H32O2	12E,16E-octadecadienoic acid
LMFA01030302	C18H32O2	12Z,15Z-octadecadienoic acid
LMFA01030303	C18H32O2	13E,17-octadecadienoic acid
LMFA01030304	C18H32O2	13Z,16Z-octadecadienoic acid
LMFA01030305	C18H32O2	14Z,17-octadecadienoic acid
LMFA01030306	C18H32O2	2,4-octadecadienoic acid
LMFA01030307	C18H32O2	2E,6E-octadecadienoic acid
LMFA01030308	C18H32O2	2Z,5Z-octadecadienoic acid
LMFA01030309	C18H32O2	2Z,6Z-octadecadienoic acid
LMFA01030310	C18H32O2	3E,7E-octadecadienoic acid
LMFA01030311	C18H32O2	3Z,12Z-octadecadienoic acid
LMFA01030312	C18H32O2	3Z,6Z-octadecadienoic acid
LMFA01030313	C18H32O2	3Z,7Z-octadecadienoic acid
LMFA01030314	C18H32O2	4,9-octadecadienoic acid
LMFA01030315	C18H32O2	4E,8E-octadecadienoic acid
LMFA01030316	C18H32O2	4Z,7Z-octadecadienoic acid
LMFA01030317	C18H32O2	4Z,8Z-octadecadienoic acid
LMFA01030318	C18H32O2	5,10-octadecadienoic acid
LMFA01030319	C18H32O2	5,11-octadecadienoic acid
LMFA01030320	C18H32O2	5,6-octadecadienoic acid
LMFA01030321	C18H32O2	5E,9Z-octadecadienoic acid
LMFA01030322	C18H32O2	Ephedrenic acid
LMFA01030323	C18H32O2	Sebaleic acid
LMFA01030324	C18H32O2	5Z,9E-octadecadienoic acid
LMFA01030325	C18H32O2	Taxoleic acid
LMFA01030326	C18H32O2	6,11-octadecadienoic acid
LMFA01030327	C18H32O2	6E,10E-octadecadienoic acid
LMFA01030328	C18H32O2	6E,11Z-octadecadienoic acid
LMFA01030329	C18H32O2	6E,12E-octadecadienoic acid
LMFA01030330	C18H32O2	6E,9E-octadecadienoic acid
LMFA01030331	C18H32O2	Cilienic acid
LMFA01030332	C18H32O2	6Z,9Z-octadecadienoic acid
LMFA01030333	C18H32O2	7E,12E-octadecadienoic acid
LMFA01030334	C18H32O2	7Z,10Z-octadecadienoic acid
LMFA01030335	C18H32O2	7Z,11Z-octadecadienoic acid
LMFA01030336	C18H32O2	8,11-octadecadienoic acid
LMFA01030337	C18H32O2	8,12-octadecadienoic acid
LMFA01030338	C18H32O2	9,13-octadecadienoic acid
LMFA01030339	C18H30O2	2E,9Z,12Z-octadecatrienoic acid
LMFA01030341	C18H30O2	5,8,11-octadecatrienoic acid
LMFA01030342	C18H30O2	5,9,12-octadecatrienoic acid
LMFA01030343	C18H30O2	5Z,9Z,12E-octadecatrienoic acid
LMFA01030344	C18H30O2	Pinolenic acid
LMFA01030345	C18H30O2	7E,9Z,12Z-octadecatrienoic acid
LMFA01030346	C18H30O2	7Z,9Z,12Z-octadecatrienoic acid
LMFA01030347	C18H30O2	9E,11Z,13Z-octadecatrienoic acid
LMFA01030348	C18H30O2	9E,12E,15Z-octadecatrienoic acid
LMFA01030349	C18H30O2	9E,12Z,15E-octadecatrienoic acid
LMFA01030350	C18H30O2	9E,12Z,15Z-octadecatrienoic acid
LMFA01030351	C18H30O2	9Z,12E,15E-octadecatrienoic acid
LMFA01030352	C18H30O2	9Z,12E,15Z-octadecatrienoic acid
LMFA01030353	C18H30O2	9Z,12Z,15E-octadecatrienoic acid
LMFA01030354	C18H28O2	5,8,11,14-octadecatetraenoic acid
LMFA01030355	C18H28O2	Coniferonic acid
LMFA01030356	C18H28O2	5Z,8Z,11Z,14Z-octadecatetraenoic acid
LMFA01030357	C18H28O2	Stearidonic acid
LMFA01030358	C18H28O2	9Z,11Z,13E,15E-octadecatetraenoic acid
LMFA01030359	C18H26O2	3,6,9,12,15-octadecapentaenoic acid
LMFA01030360	C18H26O2	3Z,6Z,9Z,12Z,15Z-octadecapentaenoic acid
LMFA01030361	C19H36O2	10E-nonadecenoic acid
LMFA01030362	C19H36O2	10Z-nonadecenoic acid
LMFA01030363	C19H36O2	7E-nonadecenoic acid
LMFA01030364	C19H36O2	7Z-nonadecenoic acid
LMFA01030365	C19H34O2	10E,13E-nonadecadienoic acid
LMFA01030366	C20H38O2	13-eicosenoic acid
LMFA01030367	C20H38O2	Paullinic acid
LMFA01030368	C20H38O2	15-eicosenoic acid
LMFA01030369	C20H38O2	15Z-eicosenoic acid
LMFA01030370	C20H38O2	5E-eicosenoic acid
LMFA01030371	C20H38O2	5Z-eicosenoic acid
LMFA01030372	C20H38O2	8Z-eicosenoic acid
LMFA01030373	C20H36O2	11Z,15Z-eicosadienoic acid
LMFA01030374	C20H36O2	5,11-Eicosadienoic acid
LMFA01030375	C20H36O2	7,13-Eicosadienoic acid
LMFA01030376	C20H36O2	8,11-Eicosadienoic acid
LMFA01030377	C20H36O2	8Z,11Z-eicosadienoic acid
LMFA01030378	C20H34O2	Bishomo-alpha-linolenic acid
LMFA01030379	C20H34O2	2E,4E,8Z-eicosatrienoic acid
LMFA01030380	C20H34O2	Sciadonic acid
LMFA01030381	C20H34O2	ETrE(5Z, 8Z, 11Z)
LMFA01030382	C20H34O2	7,10,13-Eicosatrienoic acid
LMFA01030383	C20H34O2	7,11,14-Eicosatrienoic acid
LMFA01030384	C20H34O2	7Z,10Z,13Z-eicosatrienoic acid
LMFA01030385	C20H34O2	Bishomocolumbinic acid
LMFA01030386	C20H34O2	Bishomopinolenic acid
LMFA01030388	C20H34O2	8Z,12E,14Z-eicosatrienoic acid
LMFA01030389	C20H32O2	4,7,10,13-Eicosatetraenoic acid
LMFA01030390	C20H32O2	4Z,7Z,10Z,13Z-eicosatetraenoic acid
LMFA01030391	C20H32O2	4Z,8Z,11Z,14Z-eicosatetraenoic acid
LMFA01030392	C20H32O2	5,11,14,17-Eicosatetraenoic acid
LMFA01030393	C20H32O2	5,8,11,14-eicosatetraenoic acid
LMFA01030394	C20H32O2	Juniperonic acid
LMFA01030395	C20H32O2	8Z,11Z,14Z,18Z-eicosatetraenoic acid
LMFA01030396	C20H30O2	2E,5Z,8Z,11Z,14Z-eicosapentaenoic acid
LMFA01030397	C20H30O2	5E,8Z,11Z,14Z,16Z-eicosapentaenoic acid
LMFA01030398	C21H40O2	12Z-heneicosenoic acid
LMFA01030399	C21H38O2	12Z,15Z-heneicosadienoic acid
LMFA01030400	C22H42O2	Cetelaidic acid
LMFA01030401	C22H42O2	15-docosenoic acid
LMFA01030402	C22H42O2	15Z-docosenoic acid
LMFA01030403	C22H42O2	19Z-docosenoic acid
LMFA01030404	C22H42O2	5Z-docosenoic acid
LMFA01030405	C22H40O2	13Z,16Z-docosadienoic acid
LMFA01030406	C22H40O2	5Z,13Z-docosadienoic acid
LMFA01030407	C22H38O2	13,16,19-docosatrienoic acid
LMFA01030408	C22H38O2	DTrE
LMFA01030409	C22H38O2	3Z,9Z,15Z-docosatrienoic acid
LMFA01030410	C22H38O2	5Z,11Z,17Z-docosatrienoic acid
LMFA01030411	C22H38O2	Dihomo Mead's acid
LMFA01030412	C23H44O2	14E-tricosenoic acid
LMFA01030413	C23H44O2	14Z-tricosenoic acid
LMFA01030414	C23H44O2	16Z-tricosenoic acid
LMFA01030415	C23H44O2	17Z-tricosenoic acid
LMFA01030416	C23H44O2	18Z-tricosenoic acid
LMFA01030417	C24H44O2	5,9-tetracosadienoic acid
LMFA01030418	C25H48O2	16Z-pentacosenoic acid
LMFA01030419	C25H48O2	17Z-pentacosenoic acid
LMFA01030420	C25H48O2	18Z-pentacosenoic acid
LMFA01030421	C25H48O2	19Z-pentacosenoic acid
LMFA01030422	C26H50O2	17-hexacosenoic acid
LMFA01030423	C26H50O2	9Z-hexacosenoic acid
LMFA01030424	C26H48O2	5,9-hexacosadienoic acid
LMFA01030425	C26H48O2	5Z,9Z-hexacosadienoic acid
LMFA01030426	C26H46O2	5,9,17-hexacosatrienoic acid
LMFA01030427	C26H46O2	5,9,19-hexacosatrienoic acid
LMFA01030428	C26H46O2	5Z,9Z,17Z-hexacosatrienoic acid
LMFA01030429	C26H46O2	5Z,9Z,19Z-hexacosatrienoic acid
LMFA01030430	C27H52O2	20Z-heptacosenoic acid
LMFA01030431	C28H54O2	21Z-octacosenoic acid
LMFA01030432	C28H54O2	23Z-octacosenoic acid
LMFA01030433	C28H54O2	9Z-octacosenoic acid
LMFA01030440	C10H16O2	Nerolic acid
LMFA01030441	C8H12O2	4Z,7-octadienoic acid
LMFA01030442	C8H12O2	5,7-octadienoic acid
LMFA01030443	C9H16O2	2E-nonenoic acid
LMFA01030444	C9H16O2	3Z-nonenoic acid
LMFA01030445	C9H16O2	4E-nonenoic acid
LMFA01030446	C9H16O2	6E-nonenoic acid
LMFA01030447	C9H14O2	2,6-nonadienoic acid
LMFA01030448	C9H14O2	2E,6Z-nonadienoic acid
LMFA01030449	C9H14O2	2Z,4E-nonadienoic acid
LMFA01030450	C9H14O2	5,7-nonadienoic acid
LMFA01030451	C6H8O2	3,5-hexadienoic acid
LMFA01030452	C7H12O2	4Z-heptenoic acid
LMFA01030453	C18H32O2	Tariric acid
LMFA01030454	C18H32O2	8-octadecynoic acid
LMFA01030455	C18H32O2	Stearolic acid
LMFA01030456	C10H12O2	2,4-decadiynoic acid
LMFA01030457	C10H16O2	3-decynoic acid
LMFA01030458	C10H16O2	4-decynoic acid
LMFA01030459	C10H16O2	5-decynoic acid
LMFA01030460	C10H16O2	6-decynoic acid
LMFA01030461	C10H16O2	7-decynoic acid
LMFA01030462	C10H16O2	8-decynoic acid
LMFA01030463	C10H16O2	9-decynoic acid
LMFA01030464	C12H16O2	5,11-dodecadiynoic acid
LMFA01030465	C12H12O2	5,8,11-dodecatriynoic acid
LMFA01030466	C12H20O2	3-dodecynoic acid
LMFA01030467	C12H20O2	4-dodecynoic acid
LMFA01030468	C12H20O2	5-dodecynoic acid
LMFA01030469	C12H20O2	6-dodecynoic acid
LMFA01030470	C12H20O2	7-dodecynoic acid
LMFA01030471	C12H20O2	8-dodecynoic acid
LMFA01030472	C12H20O2	9-dodecynoic acid
LMFA01030473	C12H20O2	10-dodecynoic acid
LMFA01030474	C12H20O2	11-dodecynoic acid
LMFA01030475	C17H26O2	10E,16-heptadecadien-8-ynoic acid
LMFA01030476	C17H26O2	5,8-heptadecadiynoic acid
LMFA01030477	C17H26O2	6,9-heptadecadiynoic acid
LMFA01030478	C17H26O2	7,10-heptadecadiynoic acid
LMFA01030479	C17H22O2	5,8,11-heptadecatriynoic acid
LMFA01030480	C17H32O2	3-heptadecenoic acid
LMFA01030481	C17H32O2	7-heptadecenoic acid
LMFA01030482	C17H28O2	Pyrulic acid
LMFA01030483	C17H30O2	7-heptadecynoic acid
LMFA01030484	C17H30O2	8-heptadecynoic acid
LMFA01030485	C17H30O2	9-heptadecynoic acid
LMFA01030486	C17H30O2	12-heptadecynoic acid
LMFA01030487	C17H30O2	16-heptadecynoic acid
LMFA01030488	C7H10O2	3-heptynoic acid
LMFA01030489	C7H10O2	4-heptynoic acid
LMFA01030490	C7H10O2	6-heptynoic acid
